Key Title,Title/Programme,Contract Ref#,Main Genre,Main Producer,Language,Production Year,Duration,Contracting Status,Active?,HD Available,Producer Approval?,In Catalogue?,Agreement Start Date,Last License Start Date,Agreement End Date,Date Fully Delivered,Visible On Interface,Commission,Back End,Rights Outline,Producer Approval,Costs,Option Notes,General Notes,Product Memo,Reporting,Best Screener,Status
Derek,Derek,F4058,Film,John McCormack,English,2007,1 x 98',,TRUE,TRUE,FALSE,FALSE,01/02/2008 00:00,31/01/2033 00:00,31/01/2038 00:00,,TRUE,30% (25% Indigo + 5% to Film Financial Services) 5% for marketing,,WW. All Rights.,None required,"Distributor will deduct a sum equal to 5% of Gross Receipts (“Distribution Expense”) to cover marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, images, web digitisation, reasonable market expenses) and distribution costs (including but not limited to screening cassettes, promotional material and couriers). All costs relating to servicing agreements with licensees (including but not limited to festival registration fees, transmission materials, duplication, shipping costs, insurance and scripts and transparencies) are not included in the Distribution Expense and will be deducted from Gross Receipts but the total Distribution Expense will not exceed £75,000 without the written consent of the Producer.",,,,"6 monthly intervals from sig and within 45 days from such date in first year, thereafter 45 from date of such date when monies received.",,Status 3
Don't Cry Now,Don't Cry Now,,Film,"Bossa Entertainment, Inc",English,2007,1 x 90',,TRUE,FALSE,TRUE,,01/05/2008 00:00,31/12/2099 00:00,31/12/2099 00:00,,FALSE,Acquisition,,"Australia, New Zealand, Asia including Japan",Acquisition,,,,,,,Status 3
Downhill,Downhill,F4087,Film,Rambling Road Entertainment Ltd,English,2014,1 x 95',signed,TRUE,TRUE,FALSE,FALSE,27/03/2014 00:00,02/09/2021 00:00,02/09/2026 00:00,03/09/2014 00:00,TRUE,"a) 20% derived from UK; b) 26.5% derived from South Africa, Australia, New Zealand and North America (revised from 25% on 30.6.14); c) 32.5% derived from the rest of the World.",,"TERM: 7 yrs from delivery of materials (3.9.14), break at 3 yrs. Extension beyond 7 yrs upon mutual agreement (sublicensing 5 yrs beyond term). TERRITORY: World excl. certain rights in UK: 1) Theatrical Rights retained by Producer; 2) Producer in neg with The Movie Partnership (TMP) to license exclusive digital rights to the following platforms (iTunes, Filmflex - Including Virgin Movies on Demand, Film4OD, EE Film Store, Blinkbox, Amazon Instant Video, Google Play - If taken, Xbox - If taken, Sony - If taken). All other Digital Rights outside of the above mentioned platforms are reserved by Distributor to exploit. Should Producer and TMP fail to execute a licensing agreement within 4 (four) weeks from the date of this Agreement the digital rights ‘reserved’ with TMP shall revert to Distributor to exploit. RIGHTS: Theatr (excl. UK), Non-Theatr, TV, Video, Digital (see above re: UK), Ancill, Merch",,"Marketing: GB£2,500 per annum for the first three years. Tx: deductible from gross",None granted,,,qtryly,Downhill https://vimeo.com/91507290 Password: Indigofilm2014,Status 3
Elke,Elke,,Film,Master Licensing,English,1995,1 x 98',,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Indigo pays all costs,,,,,,Status 3
End of Innocence,End of Innocence,,Film,Indigo Film & Television Ltd,English,1990,1 x 102',,TRUE,FALSE,FALSE,,28/09/2006 00:00,18/07/2011 00:00,18/07/2011 00:00,,TRUE,"As of 19.10.09 Indigo reach settlement where 100% goes to Indigo. From 28.09.07 to pay on ALL titles (except Jellies) to Mark Hardy 40%, 60% to Indigo (prior to this date 100% to Indigo) with a total aggregate of £100,000 only.",,Worldwide. 2nd run US Video (exp 3.9.08). All rights granted excl. Theatrical. Indigo owns in perpetuity but only when rights run out as suggested in Last License Date - as per Fourpoint's original avails.,,Indigo pays all costs,,,No,No,,Status 3
Escape to Grizzly Mountain,Escape to Grizzly Mountain,F4017,Film,"Escape To Grizzly Mountain Inc, Kingson Capital LLC, Republic Financial Corporation",English,1999,1 x 95',,TRUE,FALSE,TRUE,FALSE,15/09/2004 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,Aug 2009 - agreed extension by 2 years. If no one terminates automatic renewal thereafter. 20% for the first US$200k. 25% on everything thereafter,,Licence renewed to 14-Sept-11 but if no notice renewed automatic rolling with 6 month notice termination. Old note there are performance criteria - See Product Memo Worldwide excluding North America / Italy / Turkey. See Product Memo for all existing licences/sales history - Theatrical / Non-theatrical / Free TV / Pay TV / Videogram / New Media / Ancillary / Merchandising.,Yes - see Product Memo,"Marketing costs included in commission. Servicing costs should not exceed US$500 without prior written approval but can be deducted from gross receipts. Also, if new materials are needed the Prod will give us a one-off payment of US$2,500 to create new ones. - see Product Memo.",No First Refusal on Future Series/Spin offs,Producer wants copies of all signed agreements & all license fees to be paid directly to CAI.,ESCAPE TO GRIZLY MOUNTAIN PRODUCT MEMO,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December. See product memo for further restrictions,,Status 3
Expert (The),"Expert, The",,Film,Master Licensing,English,1992,1 x 94',,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,FALSE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Indigo pays all costs,,,,,,Status 3
"Fall of the Essex Boys, The","Fall Of The Essex Boys, The",,Film,Press On Features Ltd,English,2013,1 x 87',,TRUE,TRUE,FALSE,FALSE,,,,,TRUE,,,NOT SIGNED YET TERM: TERRITORY: World excl. UK and any existing sales (the latter TBC if any) RIGHTS: All,,,,,,,,Status 3
Farewell to the King,Farewell to the King,,Film,Pueblo Film Licensing Ltd,English,1989,1 x 112',,TRUE,FALSE,TRUE,,01/01/2008 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,,Acquisition,Worldwide excluding US and Canada and subject to acquisition. - Subject to acquisition 23.6.10: Martin conf dates for Germany including confirming Video rights are available now as was tied up with Lionsgate problem which has been cleared.,Acquisition,Subject to acquisition,,,,,,Status 3
Father Hope,Father Hope,F4064,Film,Victory Film Production & Distribution GmbH,Italian,2001,1 x 100',signed,TRUE,FALSE,TRUE,FALSE,01/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"NB: Contracts to be licensed under Victory with Indigo acting as Sales Agent. TERM: 3 yrs (1st Term), with automatic renewal of 2 yrly periods but only if achieve US$300,000 gross in 1st Term. 6 mth notice to terminate in Extended Term but Indigo has 3 months sell-off period. TERRITORY: WW. Check Product Memo for existing sales but when comes out of license we are free to relicence - territory non-excl. with Victory. RIGHTS: Non-Theatric, TV, Video, Digital - rights non-excl. with Victory.",All deals require approval. Contracts to licensed under Victory and money to be paid into Victory's account. 5 days to respond otherwise deal granted.,"Marketing incl, TX Prod cost. (Victory is servicing all deals)",,"Budget: €1,940,863",See list of previous sales in TITLES/FILM/VICTORY CATALOGUE folder.,No reporting necessary,,Status 3
First Comes Love,First Comes Love,,Film,"Bossa Entertainment, Inc",English,1999,1 x 86,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
Flyfishing,Flyfishing,A0060,Film,Shooting Pictures,English,2003,1 x 82',,TRUE,FALSE,FALSE,FALSE,01/03/2003 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,30%,,TERM: 5 yrs from 14.12.12 with 6 mnths notice to expire on the 5th yr. Thereafter rolling 2yrly periods (2nd license under Altamar). TERRITORY: WW excl. Scandinavia which expires 28.8.17 whereby rights revert to Indigo. RIGHTS: all rights,#NAME?,5% marketing costs. Producer to pay for tx materials upon approval,No option on future series/spin-offs,,,- Qtrly. - Producer to be supplied with copies of license agreements within 3 months from the expiration of such licenses.,,Status 3
Framed,Framed,F4055,Film,Triple S Films Ltd (formerly Cat's Paw Productions Ltd),English,2006,1 x 91',,TRUE,TRUE,TRUE,FALSE,12/04/2007 00:00,11/04/2012 00:00,11/04/2017 00:00,,TRUE,25%,,"Theatrical, Non-Theatrical, Free TV, Pay TV, Videogram, New Media. Worldwide rights.","Producer approval needed in major territories (France, Italy, Germany, Spain, UK). If no response after 5 business days then deemed approved.","A sum equal to actual third party costs relating to marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, images, web digitisation, reasonable market expenses), and distribution (including but not limited to screening cassettes, promotional material and couriers) will be deducted from Gross Receipts up to a maximum of $5000. A sum equal to actual third party costs relating to servicing agreements with licensees (including but not limited to festival registration fees, transmission materials, duplication, shipping costs, insurance and scripts and transparencies) will be deducted from Gross Receipts up to a maximum of £500 per agreement.",Either party many terminate after 2 years from delivery date by written notice of at least 6 months. First refusal on future films/series not granted,,,every 6 months and within 45 days.,,Status 3
GBH,GBH,,Film,Press On Features Ltd,English,2012,1 x 81',,TRUE,FALSE,FALSE,FALSE,,,,,TRUE,,,NOT SIGNED YET TERM: TERRITORY: World excl. UK and any existing sales (the latter TBC if any) RIGHTS: All,,,,,,,,Status 3
Goal,Goal III,,Film,"Goal Acquisitions, Inc.",English,2009,1 x 92',,TRUE,TRUE,TRUE,FALSE,16/06/2010 00:00,15/06/2015 00:00,31/12/2099 00:00,,TRUE,"- 10% sales in NAM (Martin Myers gets share of 1.5% our commission) (RIGHTS WITH GOAL ACQUISITIONS, INC); - 17.5% ww excl. excl. NAM (MM's share 2.5%) (RIGHTS WITH MILKSHAKE). - Sales concluded WW excl. NAM exceed US$300,000 in the aggregate, commission increases to 20% (MM's share 3%). - Sales concluded WW excl. NAM exceed US$500,000 in the aggregate, commission increases to 25% (MM's share remains at 3%). All receipts to be paid into collection account.",,"TERM: 5 yrs from agreement date w/ 30 day notice to terminate. TERRITORY: WW excl. existing sales (see sales history in Titles folder - airlines, Aus/NZ, Africa, UK (see comment below re: TV rights), Germany/German spk Germany, Japan, Singapore, Thailand, Vietnam, Middle East, former Yugo, Czech/Slovakia, Romania, Bulgaria). Greece/Cyprus confirmed sold in amendment letter as PeachArch failed to terminate with their client. UK TV rights are held by Producer. Option right not specifically granted to Indigo nor Metrodome but Producer conf. Indigo can pitch. RIGHTS: All rights (excl. Airlines) incl. Theatrical, TV, Video, VOD, new media, ancillary.","ALL LICENSING AGREEMENTS HAVE TO BE UNDER THE PRODUCER'S NAME & MONIES TO GO INTO COLLECTION ACCOUNT. On all deals - see ask/take prices in Titles folder. Also if licensing an all rights deal license fees have to be separated for each right. Marketing over US$20,000 shall be upon producer approval.","Sales and Marketing Expenses shall be capped at Twenty Thousand Dollars ($20,000), which amount covers actual, direct, verifiable out of pocket standard sales and marketing expenses, including, without limitation, film market expenses (including screenings), advertising, publicity, travel, entertainment et cetera (“Sales and Marketing Expenses”). Sales and Marketing Expense shall not include the trailer, artwork, or any delivery material, shipping, insurance, duplication costs for tapes, images or any other elements required for servicing Distribution Agreements of which costs shall be borne by licensees to the extent they are not delivered via access at Molinare Limited in London, or, in Producer’s sole discretion shall be created at Producer’s expense ( and recoupable off-the-top from Gross Receipts). Marketing over US$20,000 shall be upon producer approval.",,NB: licensees/broadcasters cannot use the likeness of the professionals in the film for promotional/advertising purposes as this has specifically not been cleared. No theatrical release in the UK or in USA. PeaceArch had sent through for certification but was never released on any medium in the US.,See titles folder for sales history with ask/take prices.,"For 2 (two) years from signature of Agreement and at quarterly intervals as at 31 March 30 June 30 September and 31 December and within 45 (forty five) from such date, and thereafter at 6 (six) monthly intervals and within 45 (forty-five) days from each such date",,Status 3
"Great New Wonderful, The","Great New Wonderful, The",,Film,Conquistador,English,2005,1 x 87',,TRUE,TRUE,TRUE,FALSE,01/04/2008 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,Acquisition,,"Excl. WW excl. US/Canada, Aus/NZ, Brazil, Russia, Spain/Andorra, Portugal, India + SAARCS (Pakistan, Sri Lanka, Bangladesh, Bhutan, Nepal, Maldives). All rights incl. TV, HV, Merchandising, Ancillary, New Media. As of 23.12.13: Hungary/Romania expire 31.12.15.",Acquisition,Acquisition,,theatrical movie. Budget: US$2m,See Product Memo in Titles folder,,,Status 3
Harmful Intent,Harmful Intent,,Film,"Bossa Entertainment, Inc",English,1993,1 x 89,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
Haunting of Helen Walker (The),"Haunting of Helen Walker, The",,Film,"Bossa Entertainment, Inc",English,1995,1 x 87,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
High Explosive,High Explosive,,Film,Prophecy,English,2000,1 x 97,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,FALSE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
Honeymoon,Honeymoon,,Film,Indigo Film & Television Ltd,English,1996,1 x 97',,TRUE,FALSE,FALSE,,28/09/2006 00:00,30/06/2018 00:00,30/06/2018 00:00,,TRUE,"As of 19.10.09 Indigo reach settlement where 100% goes to Indigo. From 28.09.07 to pay on ALL titles (except Jellies) to Mark Hardy 40%, 60% to Indigo (prior to this date 100% to Indigo) with a total aggregate of £100,000 only.",,"Worldwide excl. Canada (English and French).2nd run LAM, & Caribbean Pay TV (exp 15.3.05), Greece & Cyprus All Rights (Star Channel exp. 30.4.05), Spain All Rights (exp. 30.6.14), Venezuela Video & Free TV (Commonwealth exp. 27.2.07). All rights granted. Indigo owns in perpetuity but only when rights run out as suggested in Last License Date - as per Fourpoint's original avails.",,Indigo pays all costs,,,No,No,,Status 3
"Hooligan Wars, The","Hooligan Wars, The",,Film,Press On Features Ltd,English,2012,1 x 76',,TRUE,TRUE,FALSE,FALSE,,,,,TRUE,,,NOT SIGNED YET TERM: TERRITORY: World excl. UK and any existing sales (the latter TBC if any) RIGHTS: All,,,,,,,HOOLIGAN WARS https://vimeo.com/97327814 Password: Indigo2014,Status 3
Hotel!,Hotel!,F4069,Film,January Productions,English,2001,1 x 77',,TRUE,FALSE,FALSE,FALSE,29/09/2008 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,35% + 5% marketing costs,,"TERM: 3 yrs, then further 2 yrs, then rolling 1 yrs periods TERRITORY: WW (all previous sales now expired - see Product Memo) RIGHTS: All",none,"5% of Gross Receipts to cover marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, images, web digitisation, reasonable market expenses) and distribution costs (including but not limited to screening cassettes, promotional material and couriers). A sum to be capped at US$2,000 per Programme to cover the initial marketing expense (including but not limited to the design and print of flyers, web trailers, market preparation documents) and the inspection of the physical materials by a laboratory as per the provisions of Clause 3 of the Schedule. TX costs not included in 5%.",First right of refusal granted on subsequent series. movies etc granted.,,"All previous sales have now expired: ABC Plus Media, Romania/Moldova Channel 4 Finland Euskal Telebista, Spain HBO, Latin America Hungarian Television Iceland Broadcasting Corp Israel Broadcasting Authority RTV Slovenija Star Image Film, China UKTV, Australia",,,Status 3
How to Stop Being a Loser,How to Stop Being a Loser,,Film,Press On Features Ltd,English,2011,1 x 105',,TRUE,TRUE,FALSE,FALSE,,,,,TRUE,,,NOT SIGNED YET TERM: TERRITORY: World excl. UK and any existing sales (the latter TBC if any) RIGHTS: All,,,,,,,,Status 3
In Desert and Wilderness (W Pustyni I W puszczy),In Desert and Wilderness,K0093,Film,Telewizja Polsat S.A.,Polish,2001,"1 x 110' (Film - English), 1 x 110' (Film - Polish), 3 x 45' (Mini-series - English), 3 x 45' (Mini-series - Polish)",,TRUE,FALSE,TRUE,FALSE,26/03/2005 00:00,25/03/2010 00:00,25/03/2012 00:00,,TRUE,25%,Sublicensing after the term,Break after 2 yrs by 6 month written notice Worldwide excluding France / Hungary / Czech Republic / Slovakia / Ukraine / Romania & Poland. You cannot license the Hungarian / Czech / Slovak / Ukranian / Romanian and/or Polish languages - Free and Pay TV for feature film / Free TV / Pay TV / Videogram / New Media / Ancillary for series. License beyond term is subject to Producer approval,Sublicensing after the term,Producer to provide marketing materials. Any costs incurred can be deducted from gross receipts. Producer pays for tx costs.,First Refusal on Future Series/Spin offs,Based on book by nobel prize winner.,,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,,Status 3
Jack...,Jack Falls,,Film,Press On Features Ltd,English,2011,1 x 101',,TRUE,FALSE,FALSE,FALSE,,,,,TRUE,,,NOT SIGNED YET TERM: TERRITORY: World excl. UK and any existing sales (the latter TBC if any) RIGHTS: All,,,,,,,Jack Falls https://vimeo.com/96784721 Password: Indigo2014,Status 3
Jack...,Jack Said,,Film,Press On Features Ltd,English,2009,1 x 100',,TRUE,TRUE,FALSE,FALSE,,,,,TRUE,,,NOT SIGNED YET TERM: TERRITORY: World excl. UK and any existing sales (the latter TBC if any) RIGHTS: All,,,,,,,,Status 3
Jack...,Jack Says,,Film,Press On Features Ltd,English,2008,1 x 85',,TRUE,TRUE,FALSE,FALSE,,,,,TRUE,,,NOT SIGNED YET TERM: TERRITORY: World excl. UK and any existing sales (the latter TBC if any) RIGHTS: All,,,,,,,Jack Says https://vimeo.com/96724508 Password: 2014,Status 3
"Jammed, The","Jammed, The",A0078,Film,Sunjive Pty Ltd,English,2006,1 x 90',signed,TRUE,TRUE,TRUE,FALSE,27/08/2013 00:00,26/08/2019 00:00,26/08/2024 00:00,,TRUE,30%,,"INITIAL TERM: 24 mths. 2ND TERM: further 24 mths subject to Indigo achieving 50% ($74,875) of total medium forecast during Initial Term. 3RD TERM: further 24 mths subject to Indigo achieving further 20% of the total medium forecast ($104,825) during 2nd Term. Extension beyond 3rd Term by mutual agreement. TERRITORY: Worldwide excluding Australia and German speaking Europe. (previous expired sales: Star Asia, First HDTV Russia, MNET Africa, Chello Scandi/Benelux/Baltics/Gibraltar) RIGHTS: Theatrical, Non-Theatrical, all TV, Video, Digital.","On tx costs over £1,000 during Term.","Marketing inclusive but £5000 (across both films) can be deducted during Initial Term for marketing and market attendances. Then £2,500 (per film) during Second Term. Tx deductible up to £1,000 per program. Thereafter requires prod approval.",,"- Budget: €500,000 - Awards: Best Film – IF AWARDS 2007 (Australia Film Audience Awards); Best Screenplay – IF AWARDS 2007 Best Music – IF AWARDS 2007 Best Film – Australian Catholic Association 2007; Platinum Remi Award – Worldfest 2007, Interfaith Signis Award – Brisbane International Film Festival 2007 Short Poppy Award – Melbourne 2007","Previous sales expired sales: Star Asia, First HDTV Russia, MNET Africa, Chello Scandi/Benelux/Baltics/Gibraltar",From signature until 36 months after delivery of all materials - every quarter. Thereafter every 6 months.,Jammed https://vimeo.com/97228218 Password: Indigo2014,Status 3
Jealous God (The),Jealous God (The),F4045,Film,North Country Pictures,English,2005,1 x 90',,TRUE,FALSE,FALSE,FALSE,06/06/2006 00:00,,05/06/2009 00:00,,TRUE,35%,,Renewable automatically for a further 5yrs if Indigo have achieved gross recepits in excess of US$50k Worldwide (excluding DVD & Airline rights in the UK / Ireland / Malta / Gibraltar - I can't see this in the agreement - was this verbally agreed?) - Theatrical / Non-theatrical / Free TV / Pay TV / Videogram,,Indigo to deduct 5% of gross receipts to cover all marketing costs including flyers / festival reistration fees / brochures / advertising / print materials / posters / images. All costs relating to tx mats to be deducted from the gross receipts.,First Refusal on Future Series/Spin offs,"Had a 44 screen UK cinema release. Due for UK DVD release 27 March 2006 by Odyssey Video. Director has worked for film makers including James Cameron and Gerry Anderson. Based on novel by John Braine (Room at the Top). The prod has concluded a deal with Filmbank, wtg to get details.",,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,Jealous God https://vimeo.com/97237480 Password: Indigo2014,Status 3
Jealous God (The),"Jealous God (The), Making of",,Film,North Country Pictures,English,2005,1 x 18,,TRUE,FALSE,FALSE,,06/06/2006 00:00,,05/06/2009 00:00,,FALSE,35%,,Renewable automatically for a further 5yrs if Indigo have achieved gross recepits in excess of US$50k Worldwide (excluding DVD & Airline rights in the UK / Ireland / Malta / Gibraltar - I can't see this in the agreement - was this verbally agreed?) - Theatrical / Non-theatrical / Free TV / Pay TV / Videogram,,Indigo to deduct 5% of gross receipts to cover all marketing costs including flyers / festival reistration fees / brochures / advertising / print materials / posters / images. All costs relating to tx mats to be deducted from the gross receipts.,First Refusal on Future Series/Spin offs,"due for UK DVD release 27 March 2006 by Odyssey Video. Director has worked for film makers including James Cameron and Gerry Anderson. Based on novel by John Braine (Room at the Top). The prod has concluded a deal with Filmbank, wtg to get details. 18min",,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,,Status 3
Jock II,Jock II,F0009,Film,Duncan Mac Neillie Film Productions,English,1995,1 x 102',,TRUE,FALSE,TRUE,FALSE,07/09/1999 00:00,06/09/2009 00:00,31/12/2099 00:00,,TRUE,Agreement expired but on rolling renewal. 10% US Network / 20% US Late night / syndication / 30% PBS / 25% TV / 30% HV / 50% Non-Theatrical & Educational,CD Rom / Cdi rights. additional marketing costs,Automatically renewable annually for max of five years unless terminated by 9m written notice World excluding South Africa. See previous agreements in contract schedule - All media and in all formats and technical configurations whether now or hereafter known including but not limited to broadcast television / cable / satellite / home video / non-theatric and educational uses but excluding all merchandising / audio rights and music publishing rights. CD Rom / Cdi rights are excluded except for prior approval from producer,CD Rom / Cdi rights. additional marketing costs,"Marketing costs capped at 5% of gross sales. Producer to pay for tx materials. Producer to pay for flyers, inclusion in catalogue, other marketing materials after prior consent",First Refusal on Future Series/Spin offs Not mentioned,,,Quarterly 30 days after 31 March / 30 June / 30 September / 31 December,,Status 3
Kill Theory (aka Killers),Kill Theory (aka Killers),F4072A,Film,"CIT Lending Services Corporation, Last Resort, LLC (c/o Element Films)",English,2009,1 x 90',,TRUE,TRUE,FALSE,FALSE,16/11/2009 00:00,15/11/2016 00:00,15/11/2021 00:00,,TRUE,"1) 15% upon reaching an aggregate of gross receipts up to US$250,000; 2) 20% plus the 10% deferred amount from 1) above upon reaching an aggregate of gross receipts from US$250,000.01 to US$375,000; 3) Upon Distributor reaching an aggregate of US$375,000.01 from gross receipts the Distributor shall deduct and retain its commission of 25% plus the 5% deferred amount from 2) above.",,"7 yrs with break after 3, rolling annually thereafter if no one terminates. TERRITORY: WW excl. US but see Product Memo for previous sales. (26.7.10 Shivani confirmed we do have Canadian rights) (28.7.10 Shivani conf Africa sold til 30.11.11 to MNET). RIGHTS: Theatrical, Non Theatrical,All TV, Videogram, New Media, Ancillary, Merchandising",None required,"Distributor will deduct a sum equal to US$5,000 from Gross Receipts across both programmes to cover marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, images, web digitisation, reasonable market expenses) and distribution costs (including but not limited to screening cassettes, promotional material and couriers). All costs relating to servicing agreements with licensees (including but not limited to festival registration fees, transmission materials, duplication, shipping costs, insurance and scripts and transparencies) are not included in this US$5,000 and will be deducted from Gross Receipts.","Distributor shall have first right of refusal on subsequent series, movies, any format containing the characters (or any of them) in the Programme or any series based substantially on the Programme.",See Titles folder for list of clients who've rejected College,See Titles folder for sales history,Quarterly,,Status 3
King of Beggars,King of Beggars,F4052,Film,Ajimae Group Ltd,Hebrew,2006,1 x 98',,TRUE,FALSE,FALSE,FALSE,29/03/2007 00:00,28/03/2012 00:00,28/03/2017 00:00,,TRUE,35%,n/a,Worldwide ex. USA and Israel Theatrical / Non-theatrical / Free / Pay / Videogram / New Media / Ancillary,None needed,Marketing & Distribution costs inc. in fee. £500 deducted each yr for actual marketing and promotion. TX costs deductible. Sub-agents from Indigo's share.,,,,"Every quarter - end March, end June, end September, end Dec within 45 days.",,Status 3
Lady Godiva,Lady Godiva,F4066,Film,Jewson Film Productions Ltd,English,2008,1 x 94',,TRUE,TRUE,FALSE,FALSE,02/10/2009 00:00,01/10/2014 00:00,01/10/2019 00:00,,TRUE,35%,,"LPSD on delivery as above (5 year term with break after 3 years - sublicense 5 years beyond term). WW excl. UK Theatrical & UK DVD rights. Rights: Theatrical, Non-theatrical, TV, Video, New Media, Ancillary, Merchandising",None,Marketing & distribution costs inclusive in Commission. Cost to service deals to be deducted from gross receipts.,"First rights of refusal granted on subsequent series, movies, formats containing characters.","Theatrical movie. NB: no MCS, Billing Block & Logo and Crew agreements.",,"Qtrly for 1st 3 years, then biannual thereafter.",Lady Godiva https://vimeo.com/97306183 Password: Indigo2014,Status 3
Last Good Time (The),Last Good Time (The),,Film,"Bossa Entertainment, Inc",English,1994,1 x 86,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
"Last Seven, The","Last Seven, The",A0038,Film,Press On Features Ltd,English,2010,1 x 84',signed,TRUE,TRUE,FALSE,FALSE,21/10/2011 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,30% + 5% marketing,,"TERM: 5 yrs with break at 3yrs. Thereafter rolling 2yrly periods. Sublicense 7 yrs. TERRITORY: WW excl. UK/Eire (Metrodome), Japan (TWA), German spk Europe (Mediawith Classics), Aus/NZ Home Video (VM Distribution) - all other rights with Indigo.",None,5% marketing cost. Tx deductible from Gross,Yes on future series/spin offs etc,"14.9.11: ""6 Apollo cinemas for the release - which qualified us for premiere VOD status on UK Market.""",,"From signature of Agreement until 12 months after delivery of all Materials at quarterly intervals as at 31 March 30 June 30 September and 31 December and within 45 (forty five) days from each such date, and thereafter 45 days following each such date in which monies are received.",Last 7 https://vimeo.com/96688090 Password: Indigo2014,Status 3
Legalese,Legalese,,Film,"Bossa Entertainment, Inc",English,1998,1 x 88,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
Lies my Mother Told Me,Lies my Mother Told Me,,Film,"Bossa Entertainment, Inc",English,2005,1 x 86',,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
Little Box of Sweets,Little Box of Sweets,F4071,Film,Oceansonic Pictures Ltd,English,2006,1 x 95',,TRUE,TRUE,FALSE,FALSE,12/05/2009 00:00,12/05/2016 00:00,12/05/2021 00:00,,TRUE,35% + 5%,,"WW. All rights incl. Theatrical, Non-theatrical, all TV, Video, Merchandising, New Media, Ancillary.",None required,5% marketing costs from gross receipts. Transmission materials deductable.,First refusal on future series etc.,"1) Has outstanding cost of GB8,000 (£4k for clearance, £3k for M&E, £1k for tech costs) to create final version. Agreed Indigo and Producer to split cost 50/50 no later than 1.9.09. 2) Should both parties fail to enter into a long form agreement 2 months from 23.3.09 then Producer shall pay Indigo GB£2,500 for costs relating to marketing at MIPTV09.",None,45 days from each calendar quarter,,Status 3
Little Lord Fauntleroy,Little Lord Fauntleroy,,Film,"Bossa Entertainment, Inc",English,1980,1 x 100,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,Critically acclaimed adaptation,,,,Status 3
Logan's War,Logan's War,,Film,"Bossa Entertainment, Inc",English,1998,1 x 87,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
