Key Title,Title/Programme,Contract Ref#,Main Genre,Main Producer,Language,Production Year,Duration,Contracting Status,Active?,HD Available,Producer Approval?,In Catalogue?,Agreement Start Date,Last License Start Date,Agreement End Date,Date Fully Delivered,Visible On Interface,Commission,Back End,Rights Outline,Producer Approval,Costs,Option Notes,General Notes,Product Memo,Reporting,Best Screener,Status
Classical Destinations,Classical Destinations Series 02: Great Cities And Their Music,,Factual,PCP Worldwide Media Pty Ltd,English,2008,13 x 25',,TRUE,TRUE,TRUE,,22/10/2009 00:00,21/10/2012 00:00,21/10/2017 00:00,,FALSE,"30% during first 18 months. Thereafter 25% from 22 April 2011. TERM: 3 yrs but should Indigo conclude sales to the net income of US$85,000 within first 18 months then term automatically extends to 3 yrs.",,"TERRITORY: Exclusive except where stated - Scandinavia, Finland (non-excl. PB conf we can talk to C4 first), South Africa and African Continent, Eire, Portugal, Spain (not incl. TV3 - have access to TV3 vsn for S1. Castillian & Catalan vsn for S1 and Catalan only for S2 are avail - to be acquired and not for free), Hungary, Romania, Malta, Czech Republic (non-excl), Croatia (non-excl), Bosnia (Prod sold to PBS 2yrs from 1.12.09 - we can license after if PBS don't renew after), Macedonia, Albania, Bulgaria, Slovakia, Turkey, Russia/CIS, Baltics, Latin America (excl. with exception of Mexico, Argentina and Brazil which is non-excl w/ prod. Neutral Spanish track for S1 avail, S2 being created), Canada (English and French), Bangladesh, Brunei, Cambodia, Indonesia, Macau, Malaysia, Pakistan, Philippines, Singapore, Sri Lanka, Thailand. (Serbia, Slovenia and Benelux is NOT AVAILABLE). *India to be decided within first 60 days whether comes to Indigo (15.2.10 Peter confirmed NOT granting India rights to Indigo). (8.7.10: Peter conf China has been sold for all titles). RIGHTS: All TV, New Media, Non-theatric (but excluding Educational Video) & Ancillary. AIRLINES & CRUISE LINERS: Worldwide excluding Qantas, Finnair, Luftansa, Austrian and Swissair.",Yes - on every deal. To supply deal memo outlining terms and approval within 7 days.,Marketing costs inclusive but Producer to supply resources (screenere etc) at no cost. Tx servicing costs to be deducted from gross but where possible tx materials are to be bought by client and producer will provide quote which we will pay 100% back to producer.,Option on Series 3 in good faith when in production,"- 19.10.09 - will have 50 BlueRay discs delivered for Series2 in November 09 for high end buyers (UK retail release in January 2010). 50 BR discs for Series 1 will be delivered sometime in 2010 too. - 16.10.09: Inflight materials - Series 1 have been remastered to remove Finnair footage. Series 2 needs to be done in November 2009. Territory TV/hr (US$) Scandinavia $7,000.00 Eastern Europe (inc CIS) $5,500.00 China $1,500.00 South Africa $1,000.00 Africa (rest of) $1,000.00 Eire $1,500.00 South America $3,000.00 Singapore $750.00 Malaysia $500.00 Portugal $500.00 Spain $1,200.00 NAM $20,000.00 (if have US rights) TOTAL $23,450.00 GRAND TOTAL $304,850.00 Benelux* $5,000.00 Germany* $8,000.00 France* $5,000.00 * territories excluded from contract Budget Series 1: AUD$850k - Series II: AUD$1million",See BBCWW's Sales History for Series 1 in Titles folder.,Quarterly. Within first 18 month any payments received are to be paid into account within 30 days of receipt with no deduction of bank fees or tax. After 18 months payment qtrly and within 30 days.,"Ep 1, 2, 3,4, 5, 7, 8, 9, 10, 13",Status 3
Cocos 1914: The Encounter Between HMAS Sydney and SMS Emden,Cocos 1914: The Encounter Between HMAS Sydney and SMS Emden,D0221 (addition to original contract),Factual,Fact Not Fiction Films,English,2013,1 x 60',signed,TRUE,FALSE,FALSE,FALSE,05/02/2014 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,30%,,"TERM: 5 years from sig with a break at 3 years, thereafter rolling 12 monthly periods. TERRITORY: WW RIGHTS: Theatrical, Non-Theatrical, TV, Video, Digital, Ancillary, Merchandising. NB: DFT Enterprises (sister company of Producer) has right to sell the titles via physical Discs online on its website but we can sell WW (UK of course on non-excl. basis)",,Marketing incl. Tx deductable.,,"Tristan conf e-mail 8.4.14: ""the % of HD to archive... I would guess 60:40"". Screening at 23rd CHICHESTER INTERNATIONAL FILM FESTIVAL on 22 August 2014 at 6pm.",,From signature until 36 months after delivery of all materials - every quarter. Thereafter every 6 months.,Cocos 1914 https://vimeo.com/91424814 Password: Indigo2014,Status 3
Conmen Case Files,Conmen Case Files,D0175,Factual,Turn On Television Ltd,English,2008,6 x 60',,TRUE,FALSE,TRUE,FALSE,24/02/2009 00:00,23/02/2016 00:00,23/02/2019 00:00,,TRUE,30%,,"UNDERLYING RIGHTS: Non-Theatric, Free TV, Pay TV, Videogram, New Media. TERRITORY: Worldwide excluding UK, Northern Ireland, Republic of Ireland, Channel Islands, Isle of Man for television rights (except can sell to BBC1, BBC2, ITV1, Channel 4, five and RTE 6 months from History's 1st tx date - confirmed as 24.8.09) including Video On Demand and delivery via mobile and internet. Furthermore it shall be non-exclusive in British Forces overseas bases, Malta, Sub Saharan Africa, Greece, Benelux, Scandinavia and Central and Eastern Europe for all television rights including Video On Demand and delivery via mobile and internet. The Producer shall retain a 12 (twelve) month option to retain the rights in the territory of USA from the availability of materials and upon the anniversary of the option should any rights be available for distribution the rights shall revert back to the Distributor.",Only if sublicensing beyond 3 years after Term.,"Marketing included however agreed can recoup marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, images, web digitisation, reasonable market expenses) and distribution costs (including but not limited to screening cassettes, promotional material and couriers) at capped cost £1,500 across all Turn On titles. Tx costs to recoup from gross receipts.",We do not have option to future series. But History has option to relicense their rights aft 31.12.14,This is Series 2 - Series 1 distributed by Granada. 24.11.09: conf History's 1st tx date 20.7.09. To be safe take 24.8.09 as tx for last ep as start of h/b period.,,,Ep 3 Conmen Case Files https://vimeo.com/95518064 Password: Indigo2014,Status 3
Crash Tracker,Crash Tracker Series 01,A0071,Factual,Sirk Productions,English,2013,6 to 13 x 52',signed,TRUE,FALSE,FALSE,FALSE,05/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,"Pre-Sale Term: 10% Post-Sale Term: 30% €15,000 deducted from first receipts (€5k per annum for first 3 yrs)","Once fully financed where Dist contributes to financing parties will enter into a co-pro agreement. 1) ownership and creative rights (IPR) shall be shared between Producer/Distributor in the pro-rata’d ratio as per the percentage of financing brought in by the Distributor in order to complete the Budget through presales or other means, to a maximum of 50%. 2) Distributor will share in the back end of the programme pro-rata'd at the percentage of financing brought by Distributor in order to complete the Budget through presales or other means, to a maximum of 50% (fifty percent).","PRE-SALE TERM: 12 mths from receipt agreed marketing material (below date Friday b4 MIPCOM). May be extended by 6 mthly periods to be agreed by both parties. POST SALE TERM: Upon fully financed and 10 yrs from full delivery, with break 6 mths prior to expiry. Rolling 2yrly periods with 6 months notice. (Sub-License 5 yrs beyond end term) TERRITORY: World RIGHTS: Th, Non-Th, TV, Video, Digital, Anc, Merch",,"€15,000 deducted from first receipts (€5k per annum for first 3 yrs) Tx costs deductible","First option on subsequent series, offshoots etc.","Budget: US$101,930 per hour not incl Post Production / US$128,968 per hour incl Post Production costs",,"Pre-Sale Term: when reasonably required. Post-Sale Term: 5 years from such date at quarterly intervals, and thereafter biannually.",,Status 3
Culinary Travels With Varun Sharma,Culinary Travels With Varun Sharma Series 01,A0032,Factual,Inside Luxury Travel Ltd,English,2012,"12 x 30', 12 x 47'",,TRUE,TRUE,TRUE,FALSE,28/06/2011 00:00,27/06/2018 00:00,27/06/2021 00:00,,TRUE,30% + 5% marketing costs,,TERM: 7 years (no break) rolling 2 yearly periods thereafter (sublicense 36 months beyond Term unless with Producer approval). RIGHTS: All Rights TERRITORY: World,Only if sublicensing 3 years beyond term.,"5% marketing costs + Y1: GB£1,250; Y2: If producer NOT producing 2nd series prior to expiration of Year 1 then distributor to deduct further £5,000 from last qtr of Year 1 at earliest). For avoidance of doubt capped amount at £10k and not permitted to deduct anymore. Technical costs to be deducted from Gross Receipts","Option to on future series of Culinary Travels with Varun Sharma to exercise option within 10 working days and to negotiate within 30 day period. Also have last matching rights, to match offer within 5 days of notice.",Delivery 60' vsn: 1st episode August 2011 and last episode March 2012 (updated). Delivery 30' vsn: can be made ready end of June 2012 but need to get deal to cover cost @ £400+ VAT per ep (not incl. cost to lay to tape) and on assumption can easily reedit by removing couple of features.,,Qtrly,Culinary travels mov https://vimeo.com/94346367 Password: Indigo2014,Status 3
Culinary Travels With Varun Sharma,Culinary Travels With Varun Sharma Series 02,A0032,Factual,Inside Luxury Travel Ltd,English,2012,12 x 47',,TRUE,TRUE,TRUE,FALSE,22/09/2011 00:00,21/09/2018 00:00,21/09/2021 00:00,,FALSE,30% + 5% marketing costs,,TERM: 7 years (no break) rolling 2 yearly periods thereafter (sublicense 36 months beyond Term unless with Producer approval). RIGHTS: All Rights TERRITORY: World,Only if sublicensing 3 years beyond term.,"5% marketing costs + Y1: GB£1,250 per quarter (together with S1); Technical costs to be deducted from Gross Receipts","Option to on future series of Culinary Travels with Varun Sharma to exercise option within 10 working days and to negotiate within 30 day period. Also have last matching rights, to match offer within 5 days of notice.",Delivery 60': editing can begin April 2012 for delivery end June 2012 BUT subject to getting a deal. Delivery 30' vsn: TBC as focus is on 60' vsn (as above) but need to get deal to cover cost @ £400+ VAT per ep (not incl. cost to lay to tape) and on assumption can easily reedit by removing couple of features.,,Qtrly,,Status 3
David Blaine: Beautiful Struggle,David Blaine: Beautiful Struggle,,Factual,"Bossa Entertainment, Inc",English,2010,1 x 44',,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,Acquisition title,,,,,,,,,,Status 3
David Blaine: Discover Magic,David Blaine: Discover Magic,,Factual,"Bossa Entertainment, Inc",English,2010,1 x 44',,TRUE,TRUE,TRUE,FALSE,12/01/2011 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,Acquisition title,,,,,,,,,,Status 3
David Blaine: Drowned Alive,David Blaine: Drowned Alive,,Factual,"Bossa Entertainment, Inc",English,2006,1 x 44',,TRUE,FALSE,TRUE,FALSE,01/06/2007 00:00,31/05/2017 00:00,31/05/2017 00:00,,TRUE,35% until recouped.,,"ACQUISITION TITLE: Asia incl. some Oceania territories but NOT JAPAN, Middle East, Arabic N. Africa, Scandinavia (NB: Denmark has later start date 1.4.10 but expires same date), Benelux, Turkey, Greece/Cyprus, Israel, Gibraltar: All TV and All Video + trapped audience - all exp. 31.5.17",,Turnaround Programme,Turnaround Programme,Turnaround Programme,,,,Status 3
David Blaine: Frozen In Time,David Blaine: Frozen in Time,,Factual,"Bossa Entertainment, Inc",English,2000,1 x 44',,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,Acquisition,,Worldwide subject to acquisition - Subject to acquisition,,Indigo pays all costs,,,No,No,,Status 3
David Blaine: Magic Man,David Blaine: Magic Man,,Factual,"Bossa Entertainment, Inc",English,1998,1 x 42',,TRUE,FALSE,FALSE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,Acquisition,,Worldwide subject to acquisition - Subject to acquisition,,Indigo pays all costs,,,No,No,,Status 3
David Blaine: Street Magic,David Blaine: Street Magic,,Factual,"Bossa Entertainment, Inc",English,1997,1 x 46',,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,Acquisition,,Worldwide subject to acquisition - Subject to acquisition,,Indigo pays all costs,,,No,No,,Status 3
David Blaine: Vertigo,David Blaine: Vertigo,,Factual,"Bossa Entertainment, Inc",English,2002,1 x 44',,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,Acquisition,,Worldwide subject to acquisition - Subject to acquisition,,Indigo pays all costs,,,No,No,,Status 3
David Blaine: What Is Magic,David Blaine: What Is Magic?,,Factual,"Bossa Entertainment, Inc",English,2008,1 x 44',,TRUE,TRUE,TRUE,,01/05/2009 00:00,30/04/2019 00:00,30/04/2019 00:00,,TRUE,Acquisition - 35% until recouped,,"Asia, E.Europe, CIS, Baltics. Middle East (incl. Arabic Africa), Israel - TV & Video, On Demand, EST, Closed Circuit",Acquisition,Indigo's cost,,Original Dive of Death program Tx on ABC USA September 2008. NOT TRUE HD SPEC. WON'T BE ACCEPTED EVERYWHERE.,,,,Status 3
Day In The Life (A),Day In The Life (A),,Factual,Indigo Film & Television Ltd,English,2004,8 x 30',,TRUE,FALSE,FALSE,FALSE,18/03/2004 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,"As of 19.10.09 Indigo reach settlement where 100% goes to Indigo. From 28.09.07 to pay on ALL titles (except Jellies) to Mark Hardy 40%, 60% to Indigo (prior to this date 100% to Indigo) with a total aggregate of £100,000 only.",,Worldwide. All rights granted. Indigo owns in perpetuity (Fourpoint owned in perpetuity),,Indigo pays all costs,,,No,No,TBC,Status 3
Demolition Man,Demolition Man,A0073,Factual,Sirk Productions,English,2013,6 to 13 x 30',,TRUE,TRUE,FALSE,FALSE,05/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,"Pre-Sale Term: 10% Post-Sale Term: 30% €15,000 deducted from first receipts (€5k per annum for first 3 yrs)","Once fully financed where Dist contributes to financing parties will enter into a co-pro agreement. 1) ownership and creative rights (IPR) shall be shared between Producer/Distributor in the pro-rata’d ratio as per the percentage of financing brought in by the Distributor in order to complete the Budget through presales or other means, to a maximum of 50%. 2) Distributor will share in the back end of the programme pro-rata'd at the percentage of financing brought by Distributor in order to complete the Budget through presales or other means, to a maximum of 50% (fifty percent).","PRE-SALE TERM: 12 mths from receipt agreed marketing material (below date Friday b4 MIPCOM). May be extended by 6 mthly periods to be agreed by both parties. POST SALE TERM: Upon fully financed and 10 yrs from full delivery, with break 6 mths prior to expiry. Rolling 2yrly periods with 6 months notice. (Sub-License 5 yrs beyond end term) TERRITORY: World RIGHTS: Th, Non-Th, TV, Video, Digital, Anc, Merch",,"€15,000 deducted from first receipts (€5k per annum for first 3 yrs) Tx costs deductible","First option on subsequent series, offshoots etc.","Budget: US$73,055 per hour not incl Post Production / US$100,093 per hour incl Post Production costs",,,,Status 3
Desert Roses,Desert Roses,D0060,Factual,Happy Valley Films,English,1990,1 x 50',,TRUE,FALSE,TRUE,FALSE,15/05/2001 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,10% US Network / 30% all other including late night network and syndication in US and PBS / 50% non-theatric / educational,,Initially to 14-May-03 automatically renewable for consecutive periods of one year unless terminated by 3 month written notice. World excluding UK / Italian speaking Europe / France / Sweden and Home Video / DVD rights in Japan - All whether known now or herafter including but not limited to broadcast TV / cable / satellite / home video and all non-theatric and educational uses. All other rights need prior approval from producer.,approval required on CD-ROM / CDi Rights and all other not granted as above (for example New Media Rights / download rights). Please ensure client has sufficient protection rights in the Territories licensed (due to previous bad piracy experience). No response will be considered as acceptance after 3 working days.,TX material paid by producer. Marketing costs capped at 5% of gross sales. Producer to pay for marketing campaign after prior consent.,First Refusal on Future Series/Spin offs Not mentioned,With Bertolucci,look at previous sales attached to contract for second run info,Quarterly 30 days after 31 March / 30 June / 30 September / 31 December,Desert Roses https://vimeo.com/95518065 Password: Indigo2014,Status 3
Diana: In Search Of Happiness,Diana: In Search Of Happiness,A0029,Factual,Infinity Video Ltd,English,1997,1 x 50',signed,TRUE,TRUE,FALSE,FALSE,01/05/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,,"35% (original agreement 50% but deferred from first gross receipts up to GB£35,000)",,TERM: from supplement letter (date below) rolling 12 (twelve) monthly periods with either party being entitled to terminate this Agreement by serving upon the other not less than 6 (six) calendar months written notice of such termination and to expire on the anniversary of each 12 (twelve) month period. TERRITORY: WW RIGHTS: All rights REQUIRES CLEARANCE. See other titles in Odyssey Catalogue.,,"Marketing included however Indigo can deduct from first gross receipts: 1) initial flier costs £750 across all titles; 2) Market attendences €2,500 per annum. TX costs deductable from Gross.",On subsequent series/offshoots etc.,,,"Qtr 1st 2 yrs, biannual thereafter",,Status 3
Diana: A Portrait,Diana: A Portrait,A0029,Factual,Infinity Video Ltd,English,1992,1 x 50',signed,TRUE,TRUE,FALSE,FALSE,01/05/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,,"35% (original agreement 50% but deferred from first gross receipts up to GB£35,000)",,TERM: from supplement letter (date below) rolling 12 (twelve) monthly periods with either party being entitled to terminate this Agreement by serving upon the other not less than 6 (six) calendar months written notice of such termination and to expire on the anniversary of each 12 (twelve) month period. TERRITORY: WW RIGHTS: All rights REQUIRES CLEARANCE. See other titles in Odyssey Catalogue.,,"Marketing included however Indigo can deduct from first gross receipts: 1) initial flier costs £750 across all titles; 2) Market attendences €2,500 per annum. TX costs deductable from Gross.",On subsequent series/offshoots etc.,,,"Qtr 1st 2 yrs, biannual thereafter",,Status 3
Divided Union,Divided Union,,Factual,Beckmann Visual Publishing Ltd,English,1987,5 x 52',,TRUE,FALSE,TRUE,FALSE,,,,,,,,ACQUISITION TITLE. Third party rights as Beckmann have UK video rights only. As of 19.6.14 only permitted to pitch in Australia/NZ. Have to request if avail in other territories. Could be available in the UK if 'the price is right'.,,,,,,,,Status 3
Drying For Freedom,Drying For Freedom,A0067,Factual,White Lantern Film Production Ltd,English,2012,1 x 52',signed,TRUE,TRUE,TRUE,FALSE,,,,,TRUE,30%,,"SUPPLEMENT LETTER SIGNED 5.2.14. TERM: 3 yrs from Delivery of Replacement Materials (AS OF 5.2.14 Replacement Materials were faulty waiting for new vsn), thereaft renewable for a further 12 months. Any further extensions to be negotiated in good faith. TERRITORY: WW. But some rights on non-excl. basis with Producer as follows but to be on consultation with Indigo first. RIGHTS: Excl. Theatrical, Non-Theatrical, TV, Digital (in conjunction with TV/Non-theatric rights only) Non-excl. Video, Digital (e.g. iTunes, Netflix etc) shared with Producer. Initial release in NAM and Europe, ROW to be on consultation with Indigo first.",- if costs exceed £500 per license - any material costs - if changing the name of the film (5 working days to respond otherwise granted) (as of the Supplement approval on major territories deleted from agreement),Marketing inclusive. Tx costs deductible but prod approval is costs exceed £500 per license.,on further series/offshoots etc,- winner of BEST ENVIRONMENTAL FEATURE at the 2012 Costa Rica International Film Festival,,"Qtrly for first 3 yrs, thereafter biannually",Drying for Freedom http://vimeo.com/59477563 Password: Indigo2013,Status 3
Eagle Assassins,Eagle Assassins,A0066,Factual,Filmjungle.eu,English,2013,1 x 52',signed,TRUE,TRUE,TRUE,FALSE,05/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,,Presale Term: 25% with 15% deferred until finance raised and recoupable in the first position by Distributor during the Secondary Term. Secondary Term and Co-Production Term (if applicable): 25% + 5% marketing capped at £5k (anything above upon Prod approval),"Once fully financed where Dist contributes to financing parties will enter into a co-pro agreement. 1) ownership in perpetuity. 2) Distributor will share in the back end of the programme pro-rata'd at the percentage of financing brought by Distributor in order to complete the Budget through presales or other means, to a maximum of 50% (fifty percent).","PRE-SALE TERM: 6 mths from receipt agreed marketing material (below date Friday b4 MIPCOM). May be extended by 6 mthly periods to be agreed by both parties. POST SALE TERM: Upon fully financed and 5 yrs from full delivery, with break at 3 yrs with 6 mths notice. Rolling 2yrly periods with 6 mths notice. (Sub-License 7 yrs beyond end term) TERRITORY: World RIGHTS: Th, Non-Th, TV, Video, Digital, Anc, Merch",On Marketing costs exceeding £5k during Term.,5% marketing deductable from Gross but capped at £5k (anything above upon Prod approval). Tx costs deductable.,"On sequels, offshoots etc.",Budget: €40k to 60k,,"From sig of Agr until 12 months after delivery of all Materials at quarterly intervals, and thereafter biannual",,Status 3
Edmond De Rothschild: The Benefactor,Edmond De Rothschild: The Benefactor,A0086,Factual,"Time Factory, The",English,2014,1 x 60',DM signed,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,Pre-sale: 15% Post-Sale: 30% + 5% marketing,,"PRESALE: 12 months from 22.7.13. POST-SALE TERM: 7 years. TERRITORY: World. RIGHTS: Non-The, TV, Video, Digital, MErchandising, Ancillary",,,,,,,,Status 3
Casey Kasem's Rock & Roll Goldmine,Elvis the Echo Will Never Die,,Factual,Indigo Film & Television Ltd,English,1989,1 x 47',,TRUE,FALSE,FALSE,,28/09/2006 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,"As of 19.10.09 Indigo reach settlement where 100% goes to Indigo. From 28.09.07 to pay on ALL titles (except Jellies) to Mark Hardy 40%, 60% to Indigo (prior to this date 100% to Indigo) with a total aggregate of £100,000 only.",,Worldwide - All rights. As of 29.7.08 no original avails in file from Fourpoint - have no record of when Fourpoint's rights expire! Above End Date to be confirmed still!,,Indigo pays all costs,,includes rare and unseen footage of top bands all cleared and doesn't belong to record companies,No,No,,Status 3
"End Of Steam: The Story Of Dr Beeching’s Railway Cuts, The","End Of Steam: The Story Of Dr Beeching’s Railway Cuts, The",D0222,Factual,Beckmann Visual Publishing Ltd,English,2011,1 x 55',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excluding UK (Eire TV TBC) and Video/VOD/EST rights in US/Canada (all languages). RIGHTS: TV, Video, Non-theatric, Merchandising, Ancillary. Digital rights: EST/DTO granted but other VOD only granted if licensed in conjunction to TV broadcaster license and its branded channels. Not to be licensed to separate third parties (Lovefilm, Netflix etc) without prior written approval from Producer. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,"End Of Steam: The Story Of Dr Beeching’s Railway Cuts, The https://vimeo.com/99229679 Password: Indigo2014",Status 3
Ennio Morricone,Ennio Morricone,D0006,Factual,Happy Valley Films,English,1997,1 x 54',,TRUE,FALSE,TRUE,FALSE,26/11/1998 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,10% US Network / 30% all other including late night network and syndication in US and PBS / 50% non-theatric & educational,,Automatically renewable annually unless terminated by 3 month written notice. World excluding Italy and Free TV in UK and Northern Ireland in perpetuity and Cable / Pay TV and Satellite rights for the shorter version of the programme made for the BBC. - All whether known now or herafter including but not limited to broadcast TV / cable / satellite / home video and all non-theatric and educational uses. All other rights need prior approval from producer,As per contract only approval required on CD-ROM / CDi Rights adn all other not granted as above (for example New Media Rights / download rights) to ensure client has sufficient protection rights in the Territories licensed (due to previous bad piracy experience). No response will be considered as acceptance after 3 working days.,TX material paid by producer. Marketing costs capped at 5% of gross sales. Producer to pay for marketing campaign after prior consent.,First Refusal on Future Series/Spin offs not mentioned,2nd run On Free TV in France / Germany and Switzerland / Croatia / Hungary NO M&E TRACKS!,No,Quarterly 30 days after 31 March / 30 June / 30 September / 31 December,,Status 3
Feather Hunters,Feather Hunters,A0066,Factual,Filmjungle.eu,English,2013,1 x 52',signed,TRUE,TRUE,TRUE,FALSE,,31/12/2099 00:00,31/12/2099 00:00,,,Presale Term: 25% with 15% deferred until finance raised and recoupable in the first position by Distributor during the Secondary Term. Secondary Term and Co-Production Term (if applicable): 25% + 5% marketing capped at £5k (anything above upon Prod approval),"Once fully financed where Dist contributes to financing parties will enter into a co-pro agreement. 1) ownership in perpetuity. 2) Distributor will share in the back end of the programme pro-rata'd at the percentage of financing brought by Distributor in order to complete the Budget through presales or other means, to a maximum of 50% (fifty percent).","PRE-SALE TERM: 6 mths from receipt agreed marketing material (date not confirmed - no marketing materials as of yet). May be extended by 6 mthly periods to be agreed by both parties. POST SALE TERM: Upon fully financed and 5 yrs from full delivery, with break at 3 yrs with 6 mths notice. Rolling 2yrly periods with 6 mths notice. (Sub-License 7 yrs beyond end term) TERRITORY: World RIGHTS: Th, Non-Th, TV, Video, Digital, Anc, Merch",On Marketing costs exceeding £5k during Term.,5% marketing deductable from Gross but capped at £5k (anything above upon Prod approval). Tx costs deductable.,"On sequels, offshoots etc.",Budget: €60k to €100k,,"From sig of Agr until 12 months after delivery of all Materials at quarterly intervals, and thereafter biannual",,Status 3
Feeding The Nation: How Farming Changed Forever,Feeding The Nation: How Farming Changed Forever,D0222,Factual,Beckmann Visual Publishing Ltd,English,2009,1 x 60',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"MATERIALS NEED TO BE CREATED. TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
"Fergie Story, The","Fergie Story: Paradise Lost, The",A0029,Factual,Infinity Video Ltd,English,1996,1 x 50',signed,TRUE,TRUE,FALSE,FALSE,01/05/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,,"35% (original agreement 50% but deferred from first gross receipts up to GB£35,000)",,TERM: from supplement letter (date below) rolling 12 (twelve) monthly periods with either party being entitled to terminate this Agreement by serving upon the other not less than 6 (six) calendar months written notice of such termination and to expire on the anniversary of each 12 (twelve) month period. TERRITORY: WW RIGHTS: All rights REQUIRES CLEARANCE. See other titles in Odyssey Catalogue.,,"Marketing included however Indigo can deduct from first gross receipts: 1) initial flier costs £750 across all titles; 2) Market attendences €2,500 per annum. TX costs deductable from Gross.",On subsequent series/offshoots etc.,,,"Qtr 1st 2 yrs, biannual thereafter",,Status 3
Fireworks: An Explosive Story,Fireworks: An Explosive Story,D0090,Factual,BBC,English,2001,1 x 52',,TRUE,FALSE,FALSE,FALSE,06/06/2001 00:00,05/06/2011 00:00,31/12/2099 00:00,,TRUE,30%,contractually yes but we don't. Should also submit artwork for Video releases for approval.,Bangladesh / Brunei / Cambodia / China / Hong Kong / India / Indonesia / Japan / Korea / Laos / Macau / Malaysia / Mongolia / Myanmar / Nepal / Pakistan / Philippines / Singapore / Sri Lanka / Taiwan / Thailand / Vietnam / Australia / Cook islands / Fiji / French Polynesia / Maldives / Nauru / New Caledonia / New Zealand / Niue / Papua New Guinea / Vanatu / Wallis & Futuna / Western Samoa / French-speaking Canada / France / Spain / Abu Dhabi / Dubai / Gibralta / Portugal / Anguilla / Antigua & Barbuda / Argentina / Aruba / Bahamas / Barbados / Belize / Bermuda / Bolivia / Brazil / British Virgin Islands / Cayman Islands / Chile / Colombia / Cost Rica / Cuba / Dominica / Dominican Republic / Ecuadpr / El Salvador / Falkland Islands / French Guyana / Grenada / Guadeloupe / Guatemala / Guyana / Haiti / Honduras / jamaica / Martinique / Mexico / Montserrat / Netherlands Antilles / Nicaragua / Panama / Paraguay / Peru / Puerto Rico / St Lucia / St Kitts & Nevis / St Vincent & Grenadines / Suriname / Trinidad & Tobago / Turks & Caicos islands / US Virgin Islands / Uruguay / Venezuala. Granted Rights are Standard TV rights / non-standard TV rights / Home Video Rights + CCTV (but not airlines though we have sold...),contractually yes but we don't. Should also submit artwork for Video releases for approval.,All costs including tx materials included in Indigo commission. BBC keeps withholding tax,First Refusal on Future Series/Spin offs,,No,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,,Status 3
